0,1536.61525039372
0.1,1296.04290356001
0.2,1238.59331748827
0.3,1018.60672485077
0.4,1291.5940969115
0.5,1441.30429901626
0.6,1272.36832398346
0.7,1111.49921897302
0.8,1283.41817178745
0.9,1166.00752480202
1,1347.56502410438
1.1,1235.9118449878
1.2,1216.5641869461
1.3,944.353030609201
1.4,1310.7236447498
1.5,1450.97492053411
1.6,1302.74979231418
1.7,1530.80646247703
1.8,1207.45808595466
1.9,1385.45525693703
2,1396.26454201669
2.1,1214.56270507972
2.2,1447.71930499825
2.3,1308.29556498561
2.4,1338.99778361543
2.5,1959.49885973269
2.6,1458.97122549067
2.7,1264.40409405682
2.8,1420.91420250249
2.9,1623.8689542578
3,1338.94646356758
3.1,1396.05284681928
3.2,1399.55223258246
3.3,1389.96179863938
3.4,1348.56255753458
3.5,1282.70610612344
3.6,1281.29159730441
3.7,1408.37607331069
3.8,1277.25014353576
3.9,1229.77909926901
4,871.353470037111
4.1,1091.59987041688
4.2,1277.40410367933
4.3,961.728074311429
4.4,1494.1575333019
4.5,1124.48319108058
4.6,1122.98849468677
4.7,1489.47457893504
4.8,1171.84518024563
